fecha,aero,v1,v2,vb1,vb2,w1,w2,n1,n2,n3,t1,td,qnh,closed,Metar
Ene2024-101400Z,SPZO,VRB02KT,,9999,,,,NSC,,,16,5,1033,0,"('SPZO', 'Ene2024-101400Z', 'VRB02KT', '9999', 'NSC', '16/05', 'Q1033')"
Ene2024-101500Z,SPZO,30004KT,240V350,9999,,,,NSC,,,18,4,1032,0,"('SPZO', 'Ene2024-101500Z', '30004KT', '240V350', '9999', 'NSC', '18/04', 'Q1032')"
Ene2024-101600Z,SPZO,VRB02KT,,9999,,,,FEW050,,,20,3,1031,0,"('SPZO', 'Ene2024-101600Z', 'VRB02KT', '9999', 'FEW050', '20/03', 'Q1031')"
Ene2024-101700Z,SPZO,VRB03KT,,9999,,,,SCT050,,,21,4,1030,0,"('SPZO', 'Ene2024-101700Z', 'VRB03KT', '9999', 'SCT050', '21/04', 'Q1030')"
Ene2024-101800Z,SPZO,09007KT,050V130,9999,,,,SCT050,,,21,5,1029,0,"('SPZO', 'Ene2024-101800Z', '09007KT', '050V130', '9999', 'SCT050', '21/05', 'Q1029')"
Ene2024-101900Z,SPZO,35008KT,250V030,9999,,,,FEW050,,,22,3,1028,0,"('SPZO', 'Ene2024-101900Z', '35008KT', '250V030', '9999', 'FEW050', '22/03', 'Q1028')"
Ene2024-102000Z,SPZO,02012KT,340V050,9999,,,,FEW050,,,22,4,1027,0,"('SPZO', 'Ene2024-102000Z', '02012KT', '340V050', '9999', 'FEW050', '22/04', 'Q1027')"
Ene2024-102100Z,SPZO,02010KT,350V050,9999,,VCSH,,FEW050,,,21,5,1027,0,"('SPZO', 'Ene2024-102100Z', '02010KT', '350V050', '9999', 'VCSH', 'FEW050', '21/05', 'Q1027')"
Ene2024-102200Z,SPZO,VRB06KT,,9999,,,,SCT050,,,19,5,1027,0,"('SPZO', 'Ene2024-102200Z', 'VRB06KT', '9999', 'SCT050', '19/05', 'Q1027')"
Ene2024-102300Z,SPZO,01007KT,310V030,9999,,,,NSC,,,19,5,1027,0,"('SPZO', 'Ene2024-102300Z', '01007KT', '310V030', '9999', 'NSC', '19/05', 'Q1027')"
Ene2024-110000Z,SPZO,VRB04KT,,9999,,,,NSC,,,17,5,1028,0,"('SPZO', 'Ene2024-110000Z', 'VRB04KT', '9999', 'NSC', '17/05', 'Q1028')"
Ene2024-110100Z,SPZO,VRB02KT,,9999,,,,SCT100,,,16,6,1029,0,"('SPZO', 'Ene2024-110100Z', 'VRB02KT', '9999', 'SCT100', '16/06', 'Q1029')"
Ene2024-110200Z,SPZO,36003KT,310V070,9999,,,,NSC,,,15,6,1031,0,"('SPZO', 'Ene2024-110200Z', '36003KT', '310V070', '9999', 'NSC', '15/06', 'Q1031')"
Ene2024-110300Z,SPZO,VRB02KT,,9999,,,,NSC,,,14,7,1032,0,"('SPZO', 'Ene2024-110300Z', 'VRB02KT', '9999', 'NSC', '14/07', 'Q1032')"
Ene2024-110400Z,SPZO,28003KT,,9999,,,,SCT050,BKN100,,14,7,1032,0,"('SPZO', 'Ene2024-110400Z', '28003KT', '9999', 'SCT050', 'BKN100', '14/07', 'Q1032')"
Ene2024-110500Z,SPZO,11006KT,080V140,9999,,,,SCT050,BKN100,,14,8,1031,0,"('SPZO', 'Ene2024-110500Z', '11006KT', '080V140', '9999', 'SCT050', 'BKN100', '14/08', 'Q1031')"
Ene2024-110600Z,SPZO,27004KT,230V320,9999,,-RA,,SCT050,BKN100,,12,9,1031,0,"('SPZO', 'Ene2024-110600Z', '27004KT', '230V320', '9999', '-RA', 'SCT050', 'BKN100', '12/09', 'Q1031')"
Ene2024-110700Z,SPZO,26006KT,,9999,,,,SCT050,BKN100,,11,7,1030,0,"('SPZO', 'Ene2024-110700Z', '26006KT', '9999', 'SCT050', 'BKN100', '11/07', 'Q1030')"
Ene2024-110800Z,SPZO,26005KT,,9999,,,,SCT050,BKN100,,11,7,1030,0,"('SPZO', 'Ene2024-110800Z', '26005KT', '9999', 'SCT050', 'BKN100', '11/07', 'Q1030')"
Ene2024-110900Z,SPZO,28007KT,,9999,,,,SCT040,BKN100,,11,6,1030,0,"('SPZO', 'Ene2024-110900Z', '28007KT', '9999', 'SCT040', 'BKN100', '11/06', 'Q1030')"
Ene2024-111000Z,SPZO,28005KT,,9999,,,,SCT040,BKN100,,10,7,1030,0,"('SPZO', 'Ene2024-111000Z', '28005KT', '9999', 'SCT040', 'BKN100', '10/07', 'Q1030')"
Ene2024-111100Z,SPZO,10004KT,,9999,,,,SCT036,BKN070,,9,7,1032,0,"('SPZO', 'Ene2024-111100Z', '10004KT', '9999', 'SCT036', 'BKN070', '09/07', 'Q1032')"
Ene2024-111200Z,SPZO,28003KT,,9999,,,,SCT036,SCT100,,11,7,1032,0,"('SPZO', 'Ene2024-111200Z', '28003KT', '9999', 'SCT036', 'SCT100', '11/07', 'Q1032')"
Ene2024-111300Z,SPZO,12005KT,080V150,9999,,,,SCT036,SCT100,,13,7,1033,0,"('SPZO', 'Ene2024-111300Z', '12005KT', '080V150', '9999', 'SCT036', 'SCT100', '13/07', 'Q1033')"
Ene2024-111400Z,SPZO,VRB02KT,,9999,,,,SCT040,SCT100,,16,8,1033,0,"('SPZO', 'Ene2024-111400Z', 'VRB02KT', '9999', 'SCT040', 'SCT100', '16/08', 'Q1033')"
Ene2024-111500Z,SPZO,08006KT,050V120,9999,,,,SCT040,BKN080,,16,8,1032,0,"('SPZO', 'Ene2024-111500Z', '08006KT', '050V120', '9999', 'SCT040', 'BKN080', '16/08', 'Q1032')"
Ene2024-111600Z,SPZO,18003KT,110V250,9999,,,,BKN043,BKN080,,17,5,1032,0,"('SPZO', 'Ene2024-111600Z', '18003KT', '110V250', '9999', 'BKN043', 'BKN080', '17/05', 'Q1032')"
Ene2024-111700Z,SPZO,VRB03KT,,9999,,,,BKN043,BKN080,,18,7,1031,0,"('SPZO', 'Ene2024-111700Z', 'VRB03KT', '9999', 'BKN043', 'BKN080', '18/07', 'Q1031')"
Ene2024-111800Z,SPZO,15005KT,090V250,9999,,,,BKN043,SCT100,,20,6,1030,0,"('SPZO', 'Ene2024-111800Z', '15005KT', '090V250', '9999', 'BKN043', 'SCT100', '20/06', 'Q1030')"
Ene2024-111900Z,SPZO,03010KT,350V070,9999,,,,BKN043,SCT100,,20,6,1029,0,"('SPZO', 'Ene2024-111900Z', '03010KT', '350V070', '9999', 'BKN043', 'SCT100', '20/06', 'Q1029')"
Ene2024-112000Z,SPZO,03010KT,350V080,9999,,,,SCT046,SCT100,,20,6,1028,0,"('SPZO', 'Ene2024-112000Z', '03010KT', '350V080', '9999', 'SCT046', 'SCT100', '20/06', 'Q1028')"
Ene2024-112100Z,SPZO,01011G21KT,320V050,9999,,,,SCT046,SCT100,,18,5,1028,0,"('SPZO', 'Ene2024-112100Z', '01011G21KT', '320V050', '9999', 'SCT046', 'SCT100', '18/05', 'Q1028')"
Ene2024-112200Z,SPZO,01011KT,320V050,9999,,,,SCT046,SCT100,,17,5,1028,0,"('SPZO', 'Ene2024-112200Z', '01011KT', '320V050', '9999', 'SCT046', 'SCT100', '17/05', 'Q1028')"
Ene2024-112300Z,SPZO,02008KT,340V060,9999,,,,SCT046,BKN100,,17,5,1029,0,"('SPZO', 'Ene2024-112300Z', '02008KT', '340V060', '9999', 'SCT046', 'BKN100', '17/05', 'Q1029')"
Ene2024-120000Z,SPZO,02010KT,360V060,9999,,,,SCT050,BKN100,,16,5,1030,0,"('SPZO', 'Ene2024-120000Z', '02010KT', '360V060', '9999', 'SCT050', 'BKN100', '16/05', 'Q1030')"
Ene2024-120100Z,SPZO,32006KT,260V020,9999,,,,FEW050,,,14,4,1031,0,"('SPZO', 'Ene2024-120100Z', '32006KT', '260V020', '9999', 'FEW050', '14/04', 'Q1031')"
Ene2024-120200Z,SPZO,29003KT,260V320,9999,,,,FEW050,,,13,5,1032,0,"('SPZO', 'Ene2024-120200Z', '29003KT', '260V320', '9999', 'FEW050', '13/05', 'Q1032')"
Ene2024-120300Z,SPZO,VRB02KT,,9999,,,,NSC,,,13,5,1032,0,"('SPZO', 'Ene2024-120300Z', 'VRB02KT', '9999', 'NSC', '13/05', 'Q1032')"
Ene2024-120400Z,SPZO,08005KT,,9999,,,,NSC,,,11,5,1033,0,"('SPZO', 'Ene2024-120400Z', '08005KT', '9999', 'NSC', '11/05', 'Q1033')"
Ene2024-120500Z,SPZO,VRB02KT,,9999,,,,NSC,,,10,5,1032,0,"('SPZO', 'Ene2024-120500Z', 'VRB02KT', '9999', 'NSC', '10/05', 'Q1032')"
Ene2024-120600Z,SPZO,08002KT,,9999,,,,FEW100,,,9,4,1032,0,"('SPZO', 'Ene2024-120600Z', '08002KT', '9999', 'FEW100', '09/04', 'Q1032')"
Ene2024-120700Z,SPZO,11002KT,,9999,,,,FEW050,BKN100,,10,5,1031,0,"('SPZO', 'Ene2024-120700Z', '11002KT', '9999', 'FEW050', 'BKN100', '10/05', 'Q1031')"
Ene2024-120800Z,SPZO,09003KT,,9999,,,,FEW050,BKN100,,9,6,1031,0,"('SPZO', 'Ene2024-120800Z', '09003KT', '9999', 'FEW050', 'BKN100', '09/06', 'Q1031')"
Ene2024-120900Z,SPZO,07003KT,,9999,,,,NSC,,,8,5,1031,0,"('SPZO', 'Ene2024-120900Z', '07003KT', '9999', 'NSC', '08/05', 'Q1031')"
Ene2024-121000Z,SPZO,11002KT,,9999,,,,NSC,,,8,5,1031,0,"('SPZO', 'Ene2024-121000Z', '11002KT', '9999', 'NSC', '08/05', 'Q1031')"
Ene2024-121100Z,SPZO,VRB01KT,,9999,,,,FEW050,,,8,5,1032,0,"('SPZO', 'Ene2024-121100Z', 'VRB01KT', '9999', 'FEW050', '08/05', 'Q1032')"
Ene2024-121200Z,SPZO,VRB02KT,,9999,,,,FEW050,SCT080,,11,6,1033,0,"('SPZO', 'Ene2024-121200Z', 'VRB02KT', '9999', 'FEW050', 'SCT080', '11/06', 'Q1033')"
Ene2024-121300Z,SPZO,10003KT,040V130,9999,,,,SCT050,,,13,6,1033,0,"('SPZO', 'Ene2024-121300Z', '10003KT', '040V130', '9999', 'SCT050', '13/06', 'Q1033')"
Ene2024-121400Z,SPZO,06004KT,360V120,9999,,,,FEW050,,,15,7,1033,0,"('SPZO', 'Ene2024-121400Z', '06004KT', '360V120', '9999', 'FEW050', '15/07', 'Q1033')"
Ene2024-121500Z,SPZO,16002KT,,9999,,,,FEW050,,,18,5,1032,0,"('SPZO', 'Ene2024-121500Z', '16002KT', '9999', 'FEW050', '18/05', 'Q1032')"
Ene2024-121600Z,SPZO,VRB04KT,,9999,,,,SCT046,BKN080,,18,4,1032,0,"('SPZO', 'Ene2024-121600Z', 'VRB04KT', '9999', 'SCT046', 'BKN080', '18/04', 'Q1032')"
Ene2024-121700Z,SPZO,01010KT,340V060,9999,,,,SCT046,BKN080,,19,4,1031,0,"('SPZO', 'Ene2024-121700Z', '01010KT', '340V060', '9999', 'SCT046', 'BKN080', '19/04', 'Q1031')"
Ene2024-121800Z,SPZO,12010KT,090V160,9999,,,,SCT046,BKN080,,19,4,1030,0,"('SPZO', 'Ene2024-121800Z', '12010KT', '090V160', '9999', 'SCT046', 'BKN080', '19/04', 'Q1030')"
Ene2024-122000Z,SPZO,01009KT,330V060,9999,,,,FEW046,SCT080,,22,5,1027,0,"('SPZO', 'Ene2024-122000Z', '01009KT', '330V060', '9999', 'FEW046', 'SCT080', '22/05', 'Q1027')"
Ene2024-122100Z,SPZO,18013G25KT,130V230,9000,,-RA,,SCT046,SCT100,,17,4,1027,0,"('SPZO', 'Ene2024-122100Z', '18013G25KT', '130V230', '9000', '-RA', 'SCT046', 'SCT100', '17/04', 'Q1027')"
Ene2024-122200Z,SPZO,17006KT,120V210,9999,,,,SCT046,SCT100,,17,6,1027,0,"('SPZO', 'Ene2024-122200Z', '17006KT', '120V210', '9999', 'SCT046', 'SCT100', '17/06', 'Q1027')"
Ene2024-122300Z,SPZO,VRB02KT,,9999,,,,FEW040TCU,SCT043,BKN100,17,7,1028,0,"('SPZO', 'Ene2024-122300Z', 'VRB02KT', '9999', 'FEW040TCU', 'SCT043', 'BKN100', '17/07', 'Q1028')"
Ene2024-130000Z,SPZO,07005KT,310V120,9999,,,,SCT043,SCT100,,16,5,1029,0,"('SPZO', 'Ene2024-130000Z', '07005KT', '310V120', '9999', 'SCT043', 'SCT100', '16/05', 'Q1029')"
Ene2024-130100Z,SPZO,VRB02KT,,9999,,,,FEW043,SCT100,,14,6,1030,0,"('SPZO', 'Ene2024-130100Z', 'VRB02KT', '9999', 'FEW043', 'SCT100', '14/06', 'Q1030')"
Ene2024-130200Z,SPZO,VRB03KT,,9999,,,,FEW043,,,14,6,1031,0,"('SPZO', 'Ene2024-130200Z', 'VRB03KT', '9999', 'FEW043', '14/06', 'Q1031')"
Ene2024-130300Z,SPZO,28005KT,,9999,,,,FEW050,,,11,6,1032,0,"('SPZO', 'Ene2024-130300Z', '28005KT', '9999', 'FEW050', '11/06', 'Q1032')"
Ene2024-130400Z,SPZO,10004KT,,9999,,,,FEW050,,,11,6,1033,0,"('SPZO', 'Ene2024-130400Z', '10004KT', '9999', 'FEW050', '11/06', 'Q1033')"
Ene2024-130500Z,SPZO,VRB02KT,,9999,,,,FEW050,SCT080,,11,7,1033,0,"('SPZO', 'Ene2024-130500Z', 'VRB02KT', '9999', 'FEW050', 'SCT080', '11/07', 'Q1033')"
Ene2024-130600Z,SPZO,00000KT,,9999,,,,FEW050,SCT080,,12,7,1032,0,"('SPZO', 'Ene2024-130600Z', '00000KT', '9999', 'FEW050', 'SCT080', '12/07', 'Q1032')"
Ene2024-130700Z,SPZO,21004KT,140V270,9999,,,,SCT043,BKN070,,12,7,1032,0,"('SPZO', 'Ene2024-130700Z', '21004KT', '140V270', '9999', 'SCT043', 'BKN070', '12/07', 'Q1032')"
Ene2024-130800Z,SPZO,07005KT,,8000,,RA,,FEW020,SCT036,OVC060,9,7,1032,0,"('SPZO', 'Ene2024-130800Z', '07005KT', '8000', 'RA', 'FEW020', 'SCT036', 'OVC060', '09/07', 'Q1032')"
Ene2024-130900Z,SPZO,11003KT,,9000,,-RA,VCSH,FEW020,SCT036,OVC060,9,7,1033,0,"('SPZO', 'Ene2024-130900Z', '11003KT', '9000', '-RA', 'VCSH', 'FEW020', 'SCT036', 'OVC060', '09/07', 'Q1033')"
Ene2024-131000Z,SPZO,28002KT,,9000,,-RA,VCSH,FEW010,SCT030,OVC060,9,7,1033,0,"('SPZO', 'Ene2024-131000Z', '28002KT', '9000', '-RA', 'VCSH', 'FEW010', 'SCT030', 'OVC060', '09/07', 'Q1033')"
Ene2024-131100Z,SPZO,VRB01KT,,9999,,VCSH,,FEW020,SCT030,BKN100,9,7,1033,0,"('SPZO', 'Ene2024-131100Z', 'VRB01KT', '9999', 'VCSH', 'FEW020', 'SCT030', 'BKN100', '09/07', 'Q1033')"
Ene2024-131200Z,SPZO,00000KT,,9999,,,,SCT040,BKN100,,10,7,1033,0,"('SPZO', 'Ene2024-131200Z', '00000KT', '9999', 'SCT040', 'BKN100', '10/07', 'Q1033')"
Ene2024-131300Z,SPZO,19003KT,140V300,9999,,,,SCT040,BKN100,,12,7,1033,0,"('SPZO', 'Ene2024-131300Z', '19003KT', '140V300', '9999', 'SCT040', 'BKN100', '12/07', 'Q1033')"
Ene2024-131400Z,SPZO,VRB02KT,,9999,,,,SCT040,BKN100,,14,7,1033,0,"('SPZO', 'Ene2024-131400Z', 'VRB02KT', '9999', 'SCT040', 'BKN100', '14/07', 'Q1033')"
Ene2024-131500Z,SPZO,VRB03KT,,9999,,,,FEW040,SCT100,,15,7,1033,0,"('SPZO', 'Ene2024-131500Z', 'VRB03KT', '9999', 'FEW040', 'SCT100', '15/07', 'Q1033')"
Ene2024-131600Z,SPZO,VRB03KT,,9999,,,,SCT040,SCT100,,17,8,1032,0,"('SPZO', 'Ene2024-131600Z', 'VRB03KT', '9999', 'SCT040', 'SCT100', '17/08', 'Q1032')"
Ene2024-131700Z,SPZO,VRB04KT,,9999,,,,SCT050,SCT100,,18,7,1031,0,"('SPZO', 'Ene2024-131700Z', 'VRB04KT', '9999', 'SCT050', 'SCT100', '18/07', 'Q1031')"
Ene2024-131800Z,SPZO,VRB02KT,,9999,,,,SCT050,BKN100,,21,8,1029,0,"('SPZO', 'Ene2024-131800Z', 'VRB02KT', '9999', 'SCT050', 'BKN100', '21/08', 'Q1029')"
Ene2024-131900Z,SPZO,VRB04KT,,9999,,,,FEW040TCU,SCT050,BKN100,20,5,1028,0,"('SPZO', 'Ene2024-131900Z', 'VRB04KT', '9999', 'FEW040TCU', 'SCT050', 'BKN100', '20/05', 'Q1028')"
Ene2024-132000Z,SPZO,09008KT,060V130,9999,,VCSH,,FEW040TCU,SCT050,BKN100,20,7,1027,0,"('SPZO', 'Ene2024-132000Z', '09008KT', '060V130', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN100', '20/07', 'Q1027')"
Ene2024-132100Z,SPZO,11013KT,,9999,,VCSH,,FEW040TCU,SCT050,BKN100,18,7,1027,0,"('SPZO', 'Ene2024-132100Z', '11013KT', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN100', '18/07', 'Q1027')"
Ene2024-132200Z,SPZO,24007KT,180V290,9999,,VCSH,,FEW040TCU,SCT050,BKN100,17,7,1028,0,"('SPZO', 'Ene2024-132200Z', '24007KT', '180V290', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN100', '17/07', 'Q1028')"
Ene2024-132300Z,SPZO,10006KT,050V130,9999,,,,SCT040,BKN100,,16,7,1029,0,"('SPZO', 'Ene2024-132300Z', '10006KT', '050V130', '9999', 'SCT040', 'BKN100', '16/07', 'Q1029')"
Ene2024-140000Z,SPZO,08006KT,050V110,9999,,,,FEW050,SCT100,,14,7,1030,0,"('SPZO', 'Ene2024-140000Z', '08006KT', '050V110', '9999', 'FEW050', 'SCT100', '14/07', 'Q1030')"
Ene2024-140100Z,SPZO,10008KT,,9999,,,,FEW050,SCT100,,14,7,1031,0,"('SPZO', 'Ene2024-140100Z', '10008KT', '9999', 'FEW050', 'SCT100', '14/07', 'Q1031')"
Ene2024-140200Z,SPZO,VRB02KT,,9999,,-RA,VCSH,SCT050,BKN100,,13,8,1032,0,"('SPZO', 'Ene2024-140200Z', 'VRB02KT', '9999', '-RA', 'VCSH', 'SCT050', 'BKN100', '13/08', 'Q1032')"
Ene2024-140300Z,SPZO,09004KT,,9999,,,,SCT050,BKN100,,12,8,1033,0,"('SPZO', 'Ene2024-140300Z', '09004KT', '9999', 'SCT050', 'BKN100', '12/08', 'Q1033')"
Ene2024-140400Z,SPZO,VRB02KT,,9999,,,,SCT100,,,12,8,1033,0,"('SPZO', 'Ene2024-140400Z', 'VRB02KT', '9999', 'SCT100', '12/08', 'Q1033')"
Ene2024-140500Z,SPZO,09003KT,,9999,,,,SCT040,BKN070,,11,9,1033,0,"('SPZO', 'Ene2024-140500Z', '09003KT', '9999', 'SCT040', 'BKN070', '11/09', 'Q1033')"
Ene2024-140600Z,SPZO,10003KT,,9999,,,,SCT040,BKN070,,11,8,1032,0,"('SPZO', 'Ene2024-140600Z', '10003KT', '9999', 'SCT040', 'BKN070', '11/08', 'Q1032')"
Ene2024-140700Z,SPZO,13003KT,,9999,,,,FEW050,SCT100,,11,8,1031,0,"('SPZO', 'Ene2024-140700Z', '13003KT', '9999', 'FEW050', 'SCT100', '11/08', 'Q1031')"
Ene2024-140800Z,SPZO,09003KT,,9999,,,,FEW050,SCT100,,9,8,1031,0,"('SPZO', 'Ene2024-140800Z', '09003KT', '9999', 'FEW050', 'SCT100', '09/08', 'Q1031')"
Ene2024-140900Z,SPZO,09003KT,,9999,,,,FEW043,SCT080,,9,8,1031,0,"('SPZO', 'Ene2024-140900Z', '09003KT', '9999', 'FEW043', 'SCT080', '09/08', 'Q1031')"
Ene2024-141000Z,SPZO,10002KT,,9999,,,,SCT040,BKN080,,9,8,1031,0,"('SPZO', 'Ene2024-141000Z', '10002KT', '9999', 'SCT040', 'BKN080', '09/08', 'Q1031')"
Ene2024-141100Z,SPZO,03003KT,360V060,9999,,VCSH,,SCT066,OVC100,,10,8,1032,0,"('SPZO', 'Ene2024-141100Z', '03003KT', '360V060', '9999', 'VCSH', 'SCT066', 'OVC100', '10/08', 'Q1032')"
Ene2024-141200Z,SPZO,17003KT,130V200,9999,,,,SCT100,,,11,8,1033,0,"('SPZO', 'Ene2024-141200Z', '17003KT', '130V200', '9999', 'SCT100', '11/08', 'Q1033')"
Ene2024-141300Z,SPZO,12003KT,090V200,9999,,,,SCT100,,,13,8,1033,0,"('SPZO', 'Ene2024-141300Z', '12003KT', '090V200', '9999', 'SCT100', '13/08', 'Q1033')"
Ene2024-141400Z,SPZO,11005KT,050V150,9999,,,,SCT050,SCT100,,14,8,1034,0,"('SPZO', 'Ene2024-141400Z', '11005KT', '050V150', '9999', 'SCT050', 'SCT100', '14/08', 'Q1034')"
Ene2024-141500Z,SPZO,09003KT,360V170,9999,,,,SCT050,SCT100,,16,7,1033,0,"('SPZO', 'Ene2024-141500Z', '09003KT', '360V170', '9999', 'SCT050', 'SCT100', '16/07', 'Q1033')"
Ene2024-141600Z,SPZO,04006KT,010V110,9999,,,,SCT050,SCT100,,19,8,1032,0,"('SPZO', 'Ene2024-141600Z', '04006KT', '010V110', '9999', 'SCT050', 'SCT100', '19/08', 'Q1032')"
Ene2024-141700Z,SPZO,VRB04KT,,9999,,,,SCT050,SCT100,,20,4,1031,0,"('SPZO', 'Ene2024-141700Z', 'VRB04KT', '9999', 'SCT050', 'SCT100', '20/04', 'Q1031')"
Ene2024-141800Z,SPZO,03010KT,360V060,9999,,,,FEW040TCU,SCT050,BKN100,20,6,1029,0,"('SPZO', 'Ene2024-141800Z', '03010KT', '360V060', '9999', 'FEW040TCU', 'SCT050', 'BKN100', '20/06', 'Q1029')"
Ene2024-141900Z,SPZO,17006KT,110V220,9999,,VCSH,,FEW040TCU,SCT050,BKN100,19,8,1029,0,"('SPZO', 'Ene2024-141900Z', '17006KT', '110V220', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN100', '19/08', 'Q1029')"
Ene2024-142000Z,SPZO,17007KT,090V220,9999,,-RA,VCSH,FEW040TCU,SCT050,BKN100,17,9,1029,0,"('SPZO', 'Ene2024-142000Z', '17007KT', '090V220', '9999', '-RA', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN100', '17/09', 'Q1029')"
Ene2024-142100Z,SPZO,13007KT,060V180,9999,,,,SCT050,BKN100,,18,8,1028,0,"('SPZO', 'Ene2024-142100Z', '13007KT', '060V180', '9999', 'SCT050', 'BKN100', '18/08', 'Q1028')"
Ene2024-142200Z,SPZO,13009KT,100V160,9999,,,,FEW040TCU,SCT050,BKN100,18,7,1028,0,"('SPZO', 'Ene2024-142200Z', '13009KT', '100V160', '9999', 'FEW040TCU', 'SCT050', 'BKN100', '18/07', 'Q1028')"
Ene2024-142300Z,SPZO,11013KT,,9999,,,,SCT043,BKN080,,17,7,1029,0,"('SPZO', 'Ene2024-142300Z', '11013KT', '9999', 'SCT043', 'BKN080', '17/07', 'Q1029')"
Ene2024-150000Z,SPZO,10005KT,,9999,,,,SCT043,BKN080,,15,8,1030,0,"('SPZO', 'Ene2024-150000Z', '10005KT', '9999', 'SCT043', 'BKN080', '15/08', 'Q1030')"
Ene2024-150100Z,SPZO,VRB02KT,,9999,,,,SCT043,BKN080,,15,8,1030,0,"('SPZO', 'Ene2024-150100Z', 'VRB02KT', '9999', 'SCT043', 'BKN080', '15/08', 'Q1030')"
Ene2024-150200Z,SPZO,VRB01KT,,9999,,,,SCT046,BKN080,,15,8,1032,0,"('SPZO', 'Ene2024-150200Z', 'VRB01KT', '9999', 'SCT046', 'BKN080', '15/08', 'Q1032')"
Ene2024-150300Z,SPZO,08004KT,020V110,9999,,,,SCT050,BKN100,,15,8,1033,0,"('SPZO', 'Ene2024-150300Z', '08004KT', '020V110', '9999', 'SCT050', 'BKN100', '15/08', 'Q1033')"
Ene2024-150400Z,SPZO,17004KT,120V200,9999,,,,SCT046,BKN080,,14,8,1033,0,"('SPZO', 'Ene2024-150400Z', '17004KT', '120V200', '9999', 'SCT046', 'BKN080', '14/08', 'Q1033')"
Ene2024-150500Z,SPZO,00000KT,,9999,,,,SCT050,SCT080,,13,8,1032,0,"('SPZO', 'Ene2024-150500Z', '00000KT', '9999', 'SCT050', 'SCT080', '13/08', 'Q1032')"
Ene2024-150600Z,SPZO,30002KT,,9999,,,,SCT050,SCT080,,13,8,1031,0,"('SPZO', 'Ene2024-150600Z', '30002KT', '9999', 'SCT050', 'SCT080', '13/08', 'Q1031')"
Ene2024-150700Z,SPZO,11002KT,,9999,,,,SCT050,SCT080,,13,8,1031,0,"('SPZO', 'Ene2024-150700Z', '11002KT', '9999', 'SCT050', 'SCT080', '13/08', 'Q1031')"
Ene2024-150800Z,SPZO,08004KT,,9999,,,,SCT050,SCT080,,12,9,1031,0,"('SPZO', 'Ene2024-150800Z', '08004KT', '9999', 'SCT050', 'SCT080', '12/09', 'Q1031')"
Ene2024-150900Z,SPZO,VRB02KT,,9000,,-RA,,SCT040,BKN080,,12,8,1031,0,"('SPZO', 'Ene2024-150900Z', 'VRB02KT', '9000', '-RA', 'SCT040', 'BKN080', '12/08', 'Q1031')"
Ene2024-151000Z,SPZO,12002KT,,9000,,-DZ,,SCT040,BKN080,,12,8,1031,0,"('SPZO', 'Ene2024-151000Z', '12002KT', '9000', '-DZ', 'SCT040', 'BKN080', '12/08', 'Q1031')"
Ene2024-151100Z,SPZO,28003KT,260V330,9999,,-DZ,,SCT036,OVC070,,12,8,1032,0,"('SPZO', 'Ene2024-151100Z', '28003KT', '260V330', '9999', '-DZ', 'SCT036', 'OVC070', '12/08', 'Q1032')"
Ene2024-151200Z,SPZO,VRB01KT,,9999,,,,SCT036,SCT080,,14,7,1033,0,"('SPZO', 'Ene2024-151200Z', 'VRB01KT', '9999', 'SCT036', 'SCT080', '14/07', 'Q1033')"
Ene2024-151300Z,SPZO,08004KT,010V100,9999,,,,SCT040,SCT100,,14,7,1033,0,"('SPZO', 'Ene2024-151300Z', '08004KT', '010V100', '9999', 'SCT040', 'SCT100', '14/07', 'Q1033')"
Ene2024-151400Z,SPZO,09005KT,050V120,9999,,,,SCT040,BKN080,,15,7,1033,0,"('SPZO', 'Ene2024-151400Z', '09005KT', '050V120', '9999', 'SCT040', 'BKN080', '15/07', 'Q1033')"
Ene2024-151500Z,SPZO,VRB03KT,,9999,,,,SCT040,SCT100,,18,9,1033,0,"('SPZO', 'Ene2024-151500Z', 'VRB03KT', '9999', 'SCT040', 'SCT100', '18/09', 'Q1033')"
Ene2024-151600Z,SPZO,21003KT,150V280,9999,,,,BKN043,BKN080,,18,6,1032,0,"('SPZO', 'Ene2024-151600Z', '21003KT', '150V280', '9999', 'BKN043', 'BKN080', '18/06', 'Q1032')"
Ene2024-151700Z,SPZO,02007KT,340V060,9999,,,,BKN043,SCT080,,18,7,1031,0,"('SPZO', 'Ene2024-151700Z', '02007KT', '340V060', '9999', 'BKN043', 'SCT080', '18/07', 'Q1031')"
Ene2024-151800Z,SPZO,03007KT,320V090,9999,,,,BKN043,SCT080,,21,7,1030,0,"('SPZO', 'Ene2024-151800Z', '03007KT', '320V090', '9999', 'BKN043', 'SCT080', '21/07', 'Q1030')"
Ene2024-151900Z,SPZO,VRB04KT,,9999,,,,BKN043,,,22,7,1029,0,"('SPZO', 'Ene2024-151900Z', 'VRB04KT', '9999', 'BKN043', '22/07', 'Q1029')"
